tool,iteration,duration_total_sec,duration_install_sec,duration_topology_sec,convergence_sec,cpu_min_pct,cpu_max_pct,cpu_avg_pct,mem_min_pct,mem_max_pct,mem_avg_pct,net_rx_mb,net_tx_mb,net_rx_rate_mbps,net_tx_rate_mbps,disk_read_mb,disk_write_mb,ops_count
Pulumi,1,124.073,56.32,33.203,34.55,0.0,100.0,58.3,11.8,23.4,16.9,1546.04,2.08,12.461,0.017,318.94,5369.97,4
Pulumi,1,137.415,69.444,32.082,35.889,0.0,100.0,57.7,11.7,23.1,16.4,1528.64,2.21,11.124,0.016,256.19,5577.93,4
Pulumi,1,129.387,62.327,31.691,35.369,0.5,100.0,57.2,12.0,21.8,16.5,1515.01,2.33,11.709,0.018,188.25,5569.52,4
Pulumi,1,136.29,70.172,32.127,33.991,0.0,100.0,59.5,11.9,24.1,16.9,1544.91,2.35,11.335,0.017,263.43,5593.95,4
Pulumi,1,140.245,70.184,33.006,37.055,0.0,100.0,51.1,12.1,24.5,16.5,1542.44,2.2,10.998,0.016,225.65,5827.77,4
Pulumi,1,133.324,64.742,32.964,35.618,0.0,100.0,57.4,11.7,23.5,15.9,1546.04,2.53,11.596,0.019,226.35,5426.77,4
Pulumi,1,138.472,65.606,32.772,40.094,0.0,100.0,54.0,11.8,21.8,16.2,1501.98,2.65,10.847,0.019,255.95,5729.82,4
Pulumi,1,141.521,66.867,33.029,41.625,0.0,100.0,53.6,11.7,22.1,16.9,1546.04,2.4,10.924,0.017,291.18,5536.03,4
Pulumi,2,128.949,58.909,32.432,37.608,0.0,100.0,56.6,12.0,22.9,16.2,1502.65,2.42,11.653,0.019,256.65,5573.59,4
Pulumi,1,143.793,69.768,33.556,40.469,0.0,100.0,55.8,11.8,23.6,16.6,1545.82,2.59,10.75,0.018,223.23,5369.97,4
Pulumi,1,134.82,67.914,32.499,34.407,0.0,100.0,55.7,12.1,22.8,16.5,1535.28,2.07,11.388,0.015,254.53,5780.22,4
Pulumi,1,139.465,67.309,31.691,40.465,0.0,100.0,54.7,11.5,22.8,16.2,1523.79,2.58,10.926,0.018,264.93,5390.41,4
Pulumi,1,138.343,72.067,32.548,33.728,0.0,100.0,57.0,11.8,23.9,16.6,1546.04,2.49,11.175,0.018,239.83,5531.13,4
Pulumi,1,127.485,62.457,31.807,33.221,0.5,100.0,52.4,11.9,23.6,16.4,1522.29,2.22,11.941,0.017,306.59,5938.1,4
Pulumi,1,145.18,75.405,32.733,37.042,0.0,100.0,53.2,11.7,23.2,15.8,1520.22,2.35,10.471,0.016,195.66,5636.12,4
Pulumi,1,143.921,69.492,32.775,41.654,0.0,100.0,56.0,12.0,21.8,16.2,1546.04,2.58,10.742,0.018,231.59,5668.47,4
Pulumi,1,148.335,73.569,32.61,42.156,0.5,100.0,54.1,11.8,23.3,16.3,1515.81,2.6,10.219,0.018,257.73,5643.08,4
Pulumi,1,142.786,70.925,32.648,39.213,0.0,100.0,51.1,12.0,22.5,16.4,1511.61,2.46,10.587,0.017,280.98,5776.25,4
Pulumi,1,130.004,64.718,32.863,32.423,0.0,100.0,55.3,12.1,23.7,16.4,1546.04,2.05,11.892,0.016,256.52,5752.04,4
Pulumi,1,135.66,67.583,32.911,35.166,0.0,100.0,58.5,11.8,23.9,16.2,1510.94,2.28,11.138,0.017,209.8,5841.17,4
Pulumi,2,144.424,66.474,33.453,44.497,0.0,100.0,53.6,12.1,23.4,16.1,1511.2,2.75,10.464,0.019,278.1,5723.89,4
Pulumi,2,133.846,67.575,32.885,33.386,0.0,100.0,54.5,11.9,23.7,16.4,1546.04,2.39,11.551,0.018,205.35,5694.16,4
Pulumi,2,137.816,67.6,31.952,38.264,0.0,100.0,58.7,12.1,23.0,16.4,1543.18,2.2,11.197,0.016,242.41,5687.99,4
Pulumi,2,140.874,75.405,32.125,33.344,0.0,100.0,56.4,12.2,23.1,16.9,1546.04,2.42,10.975,0.017,252.78,5651.15,4
Pulumi,1,134.775,69.719,32.608,32.448,0.0,100.0,51.6,11.8,21.8,16.5,1546.04,2.09,11.471,0.016,292.81,5369.97,4
Pulumi,2,141.118,64.763,32.469,43.886,0.0,100.0,56.2,12.1,24.4,16.3,1520.97,2.1,10.778,0.015,253.85,5777.88,4
Pulumi,2,142.637,70.356,32.066,40.215,0.0,100.0,56.5,11.9,23.5,16.4,1527.1,2.13,10.706,0.015,204.57,5895.99,4
Pulumi,2,129.262,67.732,32.018,29.512,0.5,100.0,52.7,11.9,22.2,16.7,1532.18,2.54,11.853,0.02,259.2,5814.69,4
Pulumi,1,130.297,57.422,32.184,40.691,0.0,100.0,56.2,12.0,22.2,15.8,1534.94,2.33,11.78,0.018,255.49,5548.26,4
Pulumi,1,137.642,68.266,33.708,35.668,0.0,100.0,57.6,11.7,22.2,16.3,1535.93,2.27,11.159,0.016,221.36,5790.39,4
Pulumi,1,142.829,71.578,32.934,38.317,0.0,100.0,58.6,11.7,22.9,16.5,1540.64,2.27,10.787,0.016,188.25,5424.36,4
Pulumi,2,142.36,71.843,32.683,37.834,0.0,100.0,54.2,12.1,25.1,16.2,1505.26,2.74,10.574,0.019,210.35,5554.57,4
Pulumi,1,139.716,74.845,31.691,33.18,0.0,100.0,58.5,11.9,23.6,16.6,1523.86,2.36,10.907,0.017,196.65,5777.95,4
Pulumi,2,142.448,68.637,32.482,41.329,0.0,100.0,59.4,12.2,23.3,16.9,1546.04,2.44,10.853,0.017,304.95,5582.98,4
Pulumi,1,133.29,64.562,32.787,35.941,0.0,100.0,53.9,12.0,22.8,16.0,1507.09,2.36,11.307,0.018,208.24,5698.02,4
Pulumi,1,135.522,69.139,32.92,33.463,0.0,100.0,51.1,12.0,22.5,16.6,1542.42,2.39,11.381,0.018,262.33,5647.76,4
Pulumi,1,148.795,71.921,32.627,44.247,0.0,100.0,51.1,11.6,23.4,16.4,1520.68,2.13,10.22,0.014,229.5,5769.13,4
Pulumi,2,124.491,57.506,31.909,35.076,0.0,100.0,56.0,11.7,23.0,16.4,1544.93,2.34,12.41,0.019,280.05,5675.96,4
Pulumi,1,135.408,64.678,32.184,38.546,0.0,100.0,54.8,11.8,23.9,16.2,1546.04,2.49,11.418,0.018,310.9,5692.06,4
Pulumi,1,142.095,73.016,33.224,35.855,0.0,100.0,53.5,12.0,23.5,16.7,1513.99,2.42,10.655,0.017,289.17,5799.41,4
Pulumi,1,131.756,60.29,32.752,38.714,0.0,100.0,52.2,11.9,21.8,16.5,1546.04,2.44,11.734,0.019,188.25,5919.72,4
Pulumi,2,138.435,63.187,32.51,42.738,0.5,100.0,56.1,12.0,22.7,16.6,1526.97,2.51,11.03,0.018,268.6,5858.58,4
Pulumi,1,143.301,71.957,32.299,39.045,0.0,100.0,56.1,12.0,23.1,16.6,1530.98,2.52,10.684,0.018,235.09,5922.85,4
Pulumi,1,148.728,72.072,33.257,43.399,0.0,100.0,51.6,11.8,23.9,16.4,1539.28,2.19,10.35,0.015,266.45,5778.26,4
Pulumi,1,128.578,58.925,32.228,37.425,0.0,100.0,55.2,11.5,23.3,16.5,1524.7,2.47,11.858,0.019,204.64,5535.07,4
Pulumi,1,142.835,71.532,34.222,37.081,0.5,100.0,55.9,12.0,22.5,16.5,1546.04,2.4,10.824,0.017,257.99,5701.64,4
Pulumi,2,141.74,68.302,31.898,41.54,0.0,100.0,55.3,11.9,23.3,16.2,1546.04,2.14,10.908,0.015,219.89,5774.32,4
Pulumi,2,145.941,70.784,32.337,42.82,0.0,100.0,54.3,11.9,22.8,16.4,1546.04,2.36,10.594,0.016,295.23,5636.31,4
Pulumi,2,135.188,69.123,31.994,34.071,0.0,100.0,56.6,11.9,23.7,16.3,1527.24,2.46,11.297,0.018,281.3,5601.42,4
Pulumi,1,122.139,56.32,33.155,32.664,0.0,100.0,54.0,11.8,22.6,16.1,1542.06,2.34,12.625,0.019,244.4,5667.29,4
Pulumi,2,138.218,66.123,31.745,40.35,0.0,100.0,52.9,11.8,22.4,16.3,1543.29,2.41,11.166,0.017,246.56,5588.04,4
Pulumi,1,142.559,69.658,33.072,39.829,0.0,100.0,53.0,11.7,22.9,16.5,1542.8,2.66,10.822,0.019,244.28,5785.19,4
Pulumi,1,140.835,67.696,32.801,40.338,0.0,100.0,53.9,11.8,23.0,16.6,1546.04,2.41,10.978,0.017,231.7,5579.76,4
Pulumi,1,147.903,74.134,33.059,40.71,0.0,100.0,53.6,11.9,24.0,16.3,1527.75,2.71,10.329,0.018,198.19,5673.93,4
Pulumi,1,137.962,65.808,33.042,39.112,0.0,100.0,52.6,12.0,23.5,16.0,1510.18,2.48,10.946,0.018,311.46,5497.29,4
Pulumi,1,141.409,65.818,32.622,42.969,0.0,100.0,53.5,12.0,23.0,16.2,1498.03,2.36,10.594,0.017,317.58,5730.09,4
Pulumi,1,151.57,75.405,33.707,42.458,0.5,100.0,54.9,11.7,22.8,16.4,1527.46,2.26,10.078,0.015,200.34,5369.97,4
Pulumi,1,132.183,67.248,32.669,32.266,0.5,100.0,51.8,11.9,22.9,16.5,1528.49,2.49,11.563,0.019,267.94,5560.94,4
Pulumi,1,126.746,57.976,32.042,36.728,0.0,100.0,55.2,11.5,23.4,16.9,1524.36,2.51,12.027,0.02,226.52,5796.47,4
Pulumi,1,135.829,66.669,33.033,36.127,0.0,100.0,55.6,12.1,23.4,16.7,1517.69,2.3,11.174,0.017,242.49,5537.92,4
Pulumi,1,131.598,66.792,33.362,31.444,0.0,100.0,55.3,11.9,23.9,16.3,1544.97,2.36,11.74,0.018,271.24,5917.87,4
Pulumi,1,129.468,60.992,32.601,35.875,0.0,100.0,56.1,12.1,23.0,16.1,1524.62,2.49,11.776,0.019,325.72,5615.55,4
Pulumi,1,143.007,72.331,32.933,37.743,0.0,100.0,56.1,12.1,21.8,16.6,1536.84,2.43,10.747,0.017,282.41,5632.01,4
Pulumi,1,143.565,68.217,32.694,42.654,0.0,100.0,52.1,11.9,23.6,16.7,1546.04,2.39,10.769,0.017,272.39,5752.9,4
Pulumi,1,141.273,66.776,33.019,41.478,0.0,100.0,54.7,11.9,22.7,16.4,1533.04,2.15,10.852,0.015,248.22,5665.29,4
Pulumi,1,140.025,71.371,32.195,36.459,0.0,100.0,57.6,12.0,21.8,16.2,1491.9,2.39,10.655,0.017,200.6,5434.56,4
Pulumi,1,140.349,71.914,32.521,35.914,0.0,100.0,54.3,11.9,23.3,16.7,1518.12,2.21,10.817,0.016,269.74,5731.14,4
Pulumi,1,134.863,66.273,33.257,35.333,0.0,100.0,54.5,11.9,23.7,16.3,1529.43,2.08,11.341,0.015,201.08,5748.58,4
Pulumi,2,143.336,73.748,32.629,36.959,0.0,100.0,56.4,11.9,24.0,16.2,1546.04,2.58,10.786,0.018,234.47,5766.8,4
Pulumi,1,134.06,66.535,32.866,34.659,0.0,100.0,55.8,11.7,22.9,16.3,1540.56,2.08,11.492,0.016,229.34,5554.55,4
Pulumi,2,132.438,66.063,32.661,33.714,0.0,100.0,55.5,11.8,24.3,15.9,1527.09,2.53,11.531,0.019,216.79,5567.77,4
Pulumi,1,137.418,71.622,31.879,33.917,0.0,100.0,51.1,11.9,23.3,16.1,1546.04,2.34,11.251,0.017,196.61,5565.21,4
Pulumi,1,132.018,64.844,32.521,34.653,0.0,100.0,54.4,12.1,23.2,16.4,1532.84,2.44,11.611,0.018,206.95,5923.72,4
Pulumi,1,145.582,72.219,33.096,40.267,0.0,100.0,53.6,11.9,22.6,16.5,1527.11,2.15,10.49,0.015,225.9,5547.25,4
Pulumi,1,133.844,66.276,32.703,34.865,0.0,100.0,55.2,12.0,22.9,16.7,1512.03,2.06,11.297,0.015,252.05,5708.22,4
Pulumi,2,138.047,67.169,32.947,37.931,0.0,100.0,56.1,12.1,22.9,16.1,1546.04,2.15,11.199,0.016,253.34,5575.94,4
Pulumi,1,132.043,60.768,33.114,38.161,0.0,100.0,54.8,11.8,23.0,16.5,1519.26,2.42,11.506,0.018,244.6,5437.25,4
Pulumi,1,143.665,73.456,33.627,36.582,0.5,100.0,52.3,11.9,23.2,16.3,1518.07,2.55,10.567,0.018,279.68,5501.4,4
Pulumi,2,138.239,63.469,31.895,42.875,0.0,100.0,53.2,11.8,22.7,16.4,1546.04,2.65,11.184,0.019,282.91,5432.72,4
