tool,iteration,duration_total_sec,duration_install_sec,duration_topology_sec,convergence_sec,cpu_min_pct,cpu_max_pct,cpu_avg_pct,mem_min_pct,mem_max_pct,mem_avg_pct,net_rx_mb,net_tx_mb,net_rx_rate_mbps,net_tx_rate_mbps,disk_read_mb,disk_write_mb,ops_count
CloudFormation,2.0,161.41,86.865,40.612,32.004,0.0,100.0,48.1,12.0,26.4,16.2,1538.96,2.0,12.304,0.022,326.04,5767.22,2.0
CloudFormation,2.0,160.676,87.052,41.104,32.22,0.0,100.0,46.6,11.5,25.6,16.5,1539.23,2.59,12.056,0.018,334.88,5600.0,2.0
CloudFormation,2.0,167.768,90.861,39.947,28.785,0.0,100.0,46.8,11.9,26.0,16.2,1539.19,2.03,12.634,0.022,287.29,5622.96,2.0
CloudFormation,2.0,152.058,88.416,40.967,31.2,0.0,100.0,47.7,11.7,25.9,16.3,1539.02,2.22,12.415,0.016,381.88,6012.24,2.0
CloudFormation,1.0,152.743,87.796,39.316,32.31,0.0,100.0,47.6,11.8,27.6,16.6,1538.87,2.86,12.076,0.017,402.67,5868.81,2.0
CloudFormation,1.0,157.675,85.166,39.756,26.726,0.0,100.0,46.9,11.7,27.3,16.2,1539.07,2.8,12.023,0.022,288.05,5876.76,2.0
CloudFormation,2.0,158.526,85.608,39.216,29.259,0.0,100.0,47.4,11.9,27.3,16.4,1538.8,2.32,12.205,0.02,275.93,5869.47,2.0
CloudFormation,2.0,155.086,87.015,40.542,33.039,0.0,100.0,47.4,12.0,28.6,16.3,1538.97,3.09,11.774,0.018,370.72,6069.52,2.0
CloudFormation,2.0,162.626,85.533,37.78,32.44,0.0,100.0,47.5,11.9,28.4,16.2,1539.1,2.18,12.449,0.02,343.14,5873.96,2.0
CloudFormation,2.0,153.969,92.0,41.795,35.555,0.0,100.0,46.4,11.7,27.3,16.5,1538.89,2.5,12.617,0.015,311.29,6049.76,2.0
CloudFormation,2.0,157.963,83.0,39.934,33.95,0.0,100.0,47.1,11.8,27.3,16.3,1539.19,2.42,11.965,0.018,331.97,6088.41,2.0
CloudFormation,2.0,152.204,88.038,42.339,29.095,0.0,100.0,46.6,11.7,28.3,16.2,1538.83,2.31,12.526,0.017,343.33,5885.47,2.0
CloudFormation,2.0,158.589,84.874,39.405,33.409,0.0,100.0,47.0,11.6,28.4,16.2,1538.97,2.42,12.392,0.02,315.75,5951.43,2.0
CloudFormation,1.0,166.742,86.421,35.82,28.085,0.0,100.0,48.4,11.9,27.1,16.3,1539.04,2.13,11.816,0.015,343.68,6033.5,2.0
CloudFormation,2.0,156.707,87.286,38.716,34.183,0.0,100.0,46.7,11.6,26.2,16.5,1538.95,3.01,12.258,0.017,299.98,5882.66,2.0
CloudFormation,2.0,163.019,86.898,35.0,30.865,0.0,100.0,46.9,11.7,26.5,16.3,1538.88,2.74,11.841,0.016,337.68,6034.0,2.0
