tool,iteration,duration_total_sec,duration_install_sec,duration_topology_sec,convergence_sec,cpu_min_pct,cpu_max_pct,cpu_avg_pct,mem_min_pct,mem_max_pct,mem_avg_pct,net_rx_mb,net_tx_mb,net_rx_rate_mbps,net_tx_rate_mbps,disk_read_mb,disk_write_mb,ops_count
Ansible,1,288.303,140.991,108.782,38.53,0.0,100.0,23.3,11.9,24.9,16.0,1521.68,2.68,5.278,0.009,249.18,5691.93,13
Ansible,2,326.893,155.928,128.709,42.256,0.0,100.0,21.6,12.1,23.4,16.1,1512.94,2.83,4.628,0.009,230.08,5491.33,13
Ansible,1,262.869,110.982,111.999,39.888,0.0,100.0,22.6,12.0,24.8,16.3,1545.62,2.92,5.88,0.011,234.66,5661.51,13
Ansible,2,300.556,135.814,121.171,43.571,0.5,100.0,27.2,12.0,24.8,16.2,1496.12,3.19,4.978,0.011,240.39,5648.81,13
Ansible,2,332.705,164.013,135.569,33.123,0.0,100.0,24.6,11.7,24.9,16.2,1511.13,2.71,4.542,0.008,249.16,5757.05,13
Ansible,2,270.384,110.982,118.423,40.979,0.5,100.0,23.1,12.0,25.1,16.3,1510.71,2.5,5.587,0.009,213.53,5508.18,13
Ansible,1,297.522,117.237,140.358,39.927,0.5,100.0,21.7,12.1,25.8,16.3,1493.79,2.77,5.021,0.009,215.89,5900.54,13
Ansible,2,282.904,115.436,129.958,37.51,0.0,100.0,26.3,11.9,23.4,16.2,1498.19,2.78,5.296,0.01,220.66,5685.11,13
Ansible,2,297.274,145.454,117.169,34.651,0.5,100.0,23.6,12.1,25.7,16.1,1515.65,2.72,5.098,0.009,213.26,5676.5,13
Ansible,1,293.425,142.378,112.807,38.24,0.5,100.0,23.6,12.1,24.7,16.1,1513.97,2.64,5.16,0.009,233.86,5624.52,13
Ansible,2,278.097,137.294,108.271,32.532,0.0,100.0,18.1,12.1,24.9,16.2,1549.36,2.77,5.571,0.01,278.33,5491.33,13
Ansible,1,343.374,180.689,125.852,36.833,0.5,100.0,22.2,12.0,23.4,16.3,1490.05,2.58,4.339,0.008,250.26,5567.98,13
Ansible,2,300.319,136.706,117.883,45.73,0.0,100.0,26.3,12.1,25.0,16.3,1497.1,2.63,4.985,0.009,266.04,5635.21,13
Ansible,2,320.699,141.805,142.416,36.478,0.0,100.0,26.2,12.1,23.7,16.1,1515.58,2.75,4.726,0.009,238.8,5708.01,13
Ansible,2,379.814,197.256,142.416,40.142,0.0,100.0,22.4,11.9,24.4,16.3,1522.58,2.94,4.009,0.008,236.86,5822.02,13
Ansible,1,315.198,139.636,139.841,35.721,0.0,100.0,27.2,11.8,24.8,16.2,1489.22,2.64,4.725,0.008,241.17,5730.01,13
Ansible,2,317.423,147.289,132.382,37.752,0.5,100.0,24.8,12.2,24.9,16.1,1489.22,2.68,4.692,0.008,236.77,5751.1,13
Ansible,2,295.413,137.451,119.169,38.793,0.0,100.0,21.5,11.9,24.4,15.9,1500.11,2.92,5.078,0.01,255.04,5799.64,13
Ansible,2,317.304,164.279,112.456,40.569,0.0,100.0,20.8,11.7,25.2,16.2,1492.34,2.66,4.703,0.008,254.88,5953.81,13
Ansible,2,335.573,168.089,131.783,35.701,0.5,100.0,21.2,12.0,24.3,16.0,1489.22,2.49,4.438,0.007,235.79,5704.21,13
Ansible,2,354.879,192.402,126.965,35.512,0.0,100.0,22.0,11.9,25.9,16.1,1489.22,2.58,4.196,0.007,255.07,5604.26,13
Ansible,1,354.84,178.121,139.415,37.304,0.0,100.0,24.8,12.3,23.4,16.1,1530.67,2.78,4.314,0.008,237.2,5491.33,13
Ansible,1,283.603,124.005,118.215,41.383,0.5,100.0,26.9,11.5,24.2,16.3,1539.54,2.87,5.429,0.01,245.76,5694.34,13
Ansible,2,304.025,147.948,113.351,42.726,0.0,100.0,17.1,11.8,24.5,16.0,1528.12,2.9,5.026,0.01,251.35,5491.33,13
Ansible,2,289.847,142.427,108.271,39.149,0.0,100.0,22.8,11.9,23.7,16.1,1522.4,2.77,5.252,0.01,226.9,5689.65,13
Ansible,2,316.425,156.548,121.476,38.401,0.5,100.0,25.4,12.0,24.3,16.3,1512.58,2.84,4.78,0.009,238.08,5491.33,13
Ansible,2,263.574,110.982,117.006,35.586,0.5,100.0,22.1,11.9,23.8,16.3,1526.5,2.64,5.792,0.01,237.6,5616.05,13
Ansible,1,342.316,183.71,126.074,32.532,0.0,99.5,24.9,11.8,25.1,16.1,1489.22,2.77,4.35,0.008,237.01,5757.84,13
Ansible,1,350.201,195.521,122.148,32.532,0.0,100.0,25.5,11.8,24.2,16.4,1543.42,2.61,4.407,0.007,268.78,5776.74,13
Ansible,2,274.617,124.084,108.271,42.262,0.5,100.0,26.3,12.3,25.0,16.3,1531.39,2.71,5.576,0.01,232.71,5517.09,13
Ansible,2,320.963,134.813,141.18,44.97,0.0,100.0,19.7,12.1,25.4,16.0,1492.55,2.81,4.65,0.009,229.39,5781.86,13
Ansible,2,333.227,178.689,118.332,36.206,0.0,100.0,20.0,11.9,26.0,16.1,1515.55,3.06,4.548,0.009,255.54,5762.01,13
Ansible,2,286.092,115.58,129.266,41.246,0.0,100.0,27.2,12.0,24.3,16.3,1511.99,3.19,5.285,0.011,264.3,5682.05,13
Ansible,2,332.769,152.361,140.099,40.309,0.0,99.5,23.3,12.1,26.2,16.3,1504.13,2.6,4.52,0.008,238.78,5861.92,13
Ansible,2,282.055,117.849,125.461,38.745,0.0,100.0,19.6,11.8,24.3,16.3,1543.23,3.02,5.471,0.011,245.52,5619.43,13
Ansible,2,295.897,120.32,136.145,39.432,0.0,100.0,21.5,12.2,24.7,16.0,1516.77,2.8,5.126,0.009,254.13,5689.45,13
Ansible,1,287.908,142.908,108.271,36.729,0.0,100.0,22.7,11.8,24.8,16.3,1511.78,2.72,5.251,0.009,238.74,5491.33,13
Ansible,1,292.881,120.55,133.787,38.544,0.0,100.0,22.8,12.1,24.8,16.3,1489.22,2.8,5.085,0.01,230.66,5491.33,13
Ansible,2,309.262,134.126,140.407,34.729,0.0,100.0,19.0,11.9,24.0,16.1,1526.02,2.56,4.934,0.008,250.7,5749.06,13
Ansible,2,308.507,149.821,123.697,34.989,0.5,100.0,20.7,11.5,23.9,16.3,1496.0,2.73,4.849,0.009,237.25,5578.49,13
Ansible,2,265.171,117.517,108.271,39.383,0.0,99.5,22.7,12.0,24.7,16.1,1491.01,2.89,5.623,0.011,218.73,5784.26,13
Ansible,2,279.855,113.29,124.155,42.41,0.0,100.0,22.5,12.1,24.7,16.1,1515.4,2.67,5.415,0.01,237.68,5561.82,13
Ansible,1,286.109,135.526,114.878,35.705,0.5,100.0,22.3,11.9,24.9,16.2,1500.02,2.67,5.243,0.009,272.36,5491.33,13
Ansible,2,262.621,110.982,110.992,40.647,0.0,100.0,22.7,12.4,25.6,16.4,1523.13,2.74,5.8,0.01,246.98,5835.23,13
Ansible,2,322.793,143.762,136.027,43.004,0.0,100.0,19.7,11.9,25.0,16.3,1514.93,2.79,4.693,0.009,232.15,5630.51,13
Ansible,2,293.964,148.885,108.271,36.808,0.0,100.0,22.8,11.8,24.4,16.1,1507.77,2.86,5.129,0.01,244.1,5655.53,13
Ansible,2,294.57,147.96,110.16,36.45,0.0,100.0,19.7,11.7,23.9,16.2,1540.45,3.19,5.229,0.011,224.45,5823.53,13
Ansible,2,348.509,170.617,130.08,47.812,0.5,100.0,22.6,12.1,24.6,16.2,1489.22,2.67,4.273,0.008,250.63,5762.86,13
Ansible,2,302.983,128.614,135.764,38.605,0.0,100.0,24.9,11.8,24.3,16.2,1510.81,2.35,4.986,0.008,222.59,5688.7,13
Ansible,2,285.41,121.292,122.139,41.979,0.0,100.0,22.2,12.1,24.4,16.3,1534.35,3.1,5.376,0.011,246.66,5763.61,13
Ansible,2,354.823,177.903,132.414,44.506,0.5,100.0,20.2,11.9,23.9,16.1,1526.25,2.71,4.301,0.008,254.55,5883.29,13
Ansible,2,262.059,110.982,112.0,39.077,0.0,100.0,27.2,12.0,23.8,16.0,1504.67,2.41,5.742,0.009,258.39,5810.32,13
Ansible,2,350.6,176.567,134.322,39.711,0.0,99.5,24.7,11.8,24.5,16.3,1527.02,3.19,4.355,0.009,235.99,5700.46,13
Ansible,2,274.605,110.982,122.418,41.205,0.0,100.0,21.7,11.9,24.5,16.4,1532.24,2.65,5.58,0.01,213.19,5748.63,13
Ansible,2,335.511,156.586,140.735,38.19,0.5,100.0,22.7,11.9,24.7,16.3,1501.12,2.85,4.474,0.008,243.84,5695.31,13
Ansible,1,321.995,151.503,129.941,40.551,0.5,100.0,22.7,11.9,24.5,16.2,1489.22,2.77,4.625,0.009,240.64,5815.67,13
Ansible,2,286.564,130.262,116.537,39.765,0.5,100.0,20.3,11.9,23.4,16.2,1504.27,2.93,5.249,0.01,247.21,5781.21,13
Ansible,2,379.613,206.484,133.466,39.663,0.0,100.0,25.4,12.0,24.3,16.2,1497.29,2.7,3.944,0.007,242.94,5729.53,13
Ansible,1,296.748,138.188,121.542,37.018,0.0,100.0,22.5,11.9,24.6,16.2,1504.47,2.81,5.07,0.009,249.09,5797.62,13
Ansible,2,313.69,160.569,109.14,43.981,0.0,100.0,21.1,11.7,25.2,16.5,1540.49,2.74,4.911,0.009,238.57,5508.88,13
Ansible,1,347.353,185.067,127.473,34.813,0.0,100.0,24.9,11.8,25.3,16.5,1492.53,3.0,4.297,0.009,246.66,5634.65,13
Ansible,2,328.625,181.105,108.999,38.521,0.5,100.0,25.5,11.9,25.2,16.3,1507.82,2.86,4.588,0.009,236.14,5521.93,13
Ansible,2,316.035,164.932,110.35,40.753,0.5,100.0,27.2,12.2,25.3,16.3,1501.31,3.1,4.75,0.01,242.14,5717.4,13
Ansible,1,314.091,148.869,131.319,33.903,0.0,100.0,26.8,11.6,23.6,16.3,1517.72,2.58,4.832,0.008,233.32,5688.79,13
