tool,iteration,duration_total_sec,duration_install_sec,duration_topology_sec,convergence_sec,cpu_min_pct,cpu_max_pct,cpu_avg_pct,mem_min_pct,mem_max_pct,mem_avg_pct,net_rx_mb,net_tx_mb,net_rx_rate_mbps,net_tx_rate_mbps,disk_read_mb,disk_write_mb,ops_count
Puppet,2,131.264,56.636,29.217,45.411,0.0,100.0,55.9,13.9,24.1,18.4,1450.27,2.15,11.048,0.016,250.82,4936.4,14
Puppet,2,132.437,61.372,29.18,41.885,0.0,100.0,56.1,13.4,24.7,18.6,1421.45,2.03,10.733,0.015,257.42,5042.36,14
Puppet,2,132.904,61.777,29.247,41.88,0.5,100.0,55.5,13.6,24.6,18.4,1433.92,2.21,10.789,0.017,259.53,4912.42,14
Puppet,2,127.015,56.477,29.339,41.199,0.5,100.0,56.4,13.5,24.3,18.9,1460.44,2.21,11.498,0.017,245.15,4999.59,14
Puppet,2,124.332,53.111,29.111,42.11,0.0,100.0,57.2,13.3,24.9,19.0,1423.27,2.31,11.447,0.019,301.63,4985.4,14
Puppet,2,128.531,55.787,29.271,43.473,0.0,100.0,54.5,13.2,24.9,18.4,1413.72,2.07,10.999,0.016,258.12,4932.34,14
Puppet,1,124.875,58.588,29.51,36.777,0.0,100.0,55.9,13.4,25.9,18.8,1448.89,2.44,11.603,0.02,236.43,4976.6,14
Puppet,2,123.973,57.194,29.579,37.2,0.5,100.0,57.0,13.1,26.3,18.5,1460.44,2.15,11.78,0.017,267.25,5037.72,14
Puppet,2,126.715,55.632,29.315,41.768,0.5,100.0,54.1,13.8,24.6,18.7,1444.63,2.29,11.401,0.018,238.59,4992.55,14
Puppet,1,131.672,57.924,29.508,44.24,0.5,100.0,57.9,13.0,25.8,18.4,1460.17,2.26,11.089,0.017,243.27,4895.08,14
Puppet,2,122.649,53.908,29.35,39.391,0.5,100.0,57.5,12.9,26.0,18.5,1460.44,2.16,11.907,0.018,218.77,5025.06,14
Puppet,2,126.414,56.354,29.319,40.741,0.5,100.0,58.0,13.0,23.8,18.9,1449.0,2.21,11.462,0.017,259.72,5079.6,14
Puppet,2,126.762,56.632,29.356,40.774,0.5,100.0,56.1,14.0,24.1,18.2,1458.59,1.85,11.507,0.015,228.84,5065.84,14
Puppet,2,128.548,59.389,29.645,39.514,0.0,100.0,59.2,13.7,23.5,18.5,1443.32,2.49,11.228,0.019,260.56,4933.9,14
Puppet,2,128.1,56.499,29.592,42.009,0.5,100.0,55.3,13.7,25.0,18.5,1460.41,2.14,11.401,0.017,244.16,4988.43,14
Puppet,2,133.119,57.508,29.762,45.849,0.5,100.0,57.2,13.3,25.4,18.3,1438.06,2.3,10.803,0.017,227.98,4913.34,14
Puppet,1,127.177,56.467,29.587,41.123,0.5,100.0,57.0,12.8,24.8,18.3,1428.0,2.01,11.228,0.016,252.03,4981.44,14
Puppet,1,131.112,55.011,29.049,47.052,0.0,100.0,55.3,14.1,24.0,18.8,1451.11,2.18,11.068,0.017,209.49,4902.03,14
Puppet,2,127.636,54.843,29.55,43.243,0.0,100.0,58.5,13.8,23.6,18.6,1451.3,1.85,11.371,0.014,258.58,5158.83,14
Puppet,2,129.192,57.284,29.403,42.505,0.0,100.0,55.5,13.6,24.8,18.8,1428.95,2.4,11.061,0.019,250.55,5017.5,14
Puppet,2,127.996,59.358,29.435,39.203,0.5,100.0,55.0,14.0,24.1,18.9,1410.43,1.94,11.019,0.015,210.56,4913.57,14
Puppet,2,129.544,55.638,29.261,44.645,0.5,100.0,57.4,13.8,23.4,18.6,1460.44,2.38,11.274,0.018,281.88,4990.62,14
Puppet,2,128.106,55.37,29.535,43.201,0.5,100.0,56.1,13.1,25.1,19.1,1447.63,2.09,11.3,0.016,241.05,4875.02,14
Puppet,2,124.99,55.468,29.527,39.995,0.5,100.0,55.8,14.1,23.1,18.5,1436.16,2.17,11.49,0.017,257.1,5138.8,14
Puppet,1,118.133,51.288,29.667,37.178,0.5,100.0,58.0,13.5,23.5,18.2,1430.5,2.22,12.109,0.019,249.3,4938.93,14
Puppet,2,125.287,52.95,29.491,42.846,0.5,100.0,55.9,13.3,24.6,18.8,1448.96,2.47,11.565,0.02,244.79,4915.11,14
Puppet,2,134.188,57.603,29.533,47.052,0.5,100.0,55.9,13.1,25.7,18.9,1442.1,2.23,10.747,0.017,250.87,5014.4,14
Puppet,2,124.225,51.858,29.119,43.248,0.0,100.0,57.1,14.1,23.3,18.3,1413.84,2.18,11.381,0.018,228.73,4983.7,14
Puppet,2,125.261,54.193,29.137,41.931,0.5,100.0,56.5,14.0,23.1,18.6,1425.29,2.11,11.379,0.017,248.66,5037.91,14
Puppet,2,129.937,55.878,29.173,44.886,0.5,100.0,56.5,13.8,23.2,18.9,1454.03,2.28,11.19,0.018,235.62,5021.86,14
Puppet,1,123.76,54.425,29.213,40.122,0.5,100.0,57.7,13.4,25.4,18.7,1428.78,2.12,11.545,0.017,259.01,4940.65,14
Puppet,1,122.371,55.461,29.673,37.237,0.5,100.0,56.4,13.7,24.0,18.5,1455.37,2.08,11.893,0.017,200.03,4997.54,14
Puppet,2,123.118,54.026,29.143,39.949,0.0,100.0,53.8,13.6,24.8,18.3,1447.62,2.4,11.758,0.019,240.51,5053.59,14
Puppet,2,133.569,59.842,29.586,44.141,0.5,100.0,55.7,13.9,25.1,18.6,1456.73,2.55,10.906,0.019,261.56,4875.02,14
Puppet,2,130.003,58.686,29.653,41.664,0.5,100.0,56.6,13.9,25.0,18.3,1433.39,2.13,11.026,0.016,267.93,4978.03,14
Puppet,2,124.339,57.887,29.095,37.357,0.5,100.0,57.3,13.7,24.5,18.7,1456.89,1.86,11.717,0.015,250.84,5009.03,14
Puppet,1,131.615,55.135,29.428,47.052,0.0,100.0,57.3,13.5,25.1,18.4,1460.44,2.3,11.096,0.017,196.02,4942.75,14
Puppet,1,131.955,57.612,29.762,44.581,0.0,100.0,56.3,13.5,23.7,18.5,1428.34,2.15,10.824,0.016,282.67,4946.67,14
Puppet,2,128.091,57.0,29.497,41.594,0.5,100.0,59.5,13.8,23.8,19.0,1416.66,2.16,11.06,0.017,246.9,4918.61,14
Puppet,2,126.905,54.496,29.16,43.249,0.5,100.0,53.8,13.8,24.1,18.9,1434.43,2.45,11.303,0.019,301.21,5045.45,14
Puppet,2,127.698,55.685,29.451,42.562,0.5,100.0,58.7,13.5,23.1,18.5,1460.44,2.19,11.437,0.017,204.43,5034.52,14
Puppet,2,128.271,56.028,29.416,42.827,0.5,100.0,58.2,13.2,24.7,19.0,1451.92,2.23,11.319,0.017,251.98,4954.38,14
Puppet,2,124.925,59.315,29.652,35.958,0.0,100.0,58.8,13.1,25.6,18.5,1460.44,2.21,11.691,0.018,285.77,4970.01,14
Puppet,2,127.708,55.131,29.396,43.181,0.0,100.0,57.3,13.5,24.9,18.6,1455.22,2.39,11.395,0.019,254.08,4936.47,14
Puppet,1,132.008,55.682,29.274,47.052,0.5,100.0,56.2,13.2,24.5,18.4,1460.44,2.31,11.063,0.017,256.4,4912.23,14
Puppet,2,129.315,54.508,29.105,45.702,0.5,100.0,57.5,13.6,24.0,18.6,1408.68,1.85,10.893,0.014,269.98,4915.79,14
Puppet,2,130.038,56.877,29.513,43.648,0.5,100.0,57.4,12.9,24.8,18.7,1444.0,1.85,11.104,0.014,274.09,4875.02,14
Puppet,2,127.43,56.097,29.41,41.923,0.0,100.0,56.4,13.7,23.6,18.5,1434.5,2.23,11.257,0.017,265.54,4973.61,14
Puppet,2,127.557,56.605,29.485,41.467,0.5,100.0,56.0,13.3,24.3,19.1,1440.29,2.33,11.291,0.018,216.21,5018.19,14
Puppet,2,123.555,54.525,29.454,39.576,0.0,100.0,56.6,13.8,23.7,19.1,1454.13,2.41,11.769,0.02,220.61,4955.48,14
Puppet,1,127.877,56.872,29.48,41.525,0.5,100.0,56.3,13.3,24.4,18.1,1432.46,2.07,11.202,0.016,267.52,4997.35,14
Puppet,1,129.207,56.032,29.303,43.872,0.5,100.0,57.8,13.4,24.0,18.5,1440.24,2.53,11.147,0.02,240.66,4992.75,14
Puppet,2,126.672,57.642,29.499,39.531,0.0,100.0,57.2,13.7,23.9,18.8,1420.61,2.03,11.215,0.016,230.51,5017.45,14
Puppet,2,129.581,57.293,29.127,43.161,0.5,100.0,58.0,13.4,23.4,19.0,1443.33,2.2,11.138,0.017,229.97,5079.71,14
Puppet,2,128.302,56.898,29.531,41.873,0.0,100.0,57.7,13.4,24.9,18.8,1413.2,2.17,11.015,0.017,264.85,4994.76,14
Puppet,2,123.088,56.833,29.371,36.884,0.0,100.0,57.1,13.6,24.2,18.6,1432.12,2.29,11.635,0.019,243.42,4929.99,14
Puppet,2,130.676,57.581,29.466,43.629,0.5,100.0,55.5,13.7,25.3,18.5,1443.81,2.31,11.049,0.018,292.74,5060.74,14
Puppet,2,131.067,58.01,29.229,43.828,0.5,100.0,57.5,13.7,24.3,18.3,1431.5,2.36,10.922,0.018,259.19,4928.07,14
Puppet,2,128.178,54.996,29.209,43.973,0.5,100.0,57.5,13.8,25.0,18.9,1459.68,2.21,11.388,0.017,266.18,4937.14,14
Puppet,2,131.111,57.208,29.581,44.322,0.5,100.0,56.4,13.7,25.4,18.8,1440.45,2.32,10.986,0.018,238.64,4875.02,14
Puppet,2,127.245,57.038,29.562,40.645,0.5,100.0,56.3,13.9,23.6,18.5,1449.78,2.22,11.394,0.017,271.62,4906.31,14
Puppet,2,130.521,56.839,29.299,44.383,0.0,100.0,56.7,13.4,25.1,18.7,1434.5,2.33,10.991,0.018,235.31,4993.65,14
Puppet,2,129.599,58.964,29.317,41.318,0.0,100.0,56.0,13.3,23.4,18.4,1447.32,2.19,11.168,0.017,263.53,5008.82,14
Puppet,2,126.962,56.944,29.534,40.484,0.0,100.0,55.0,13.3,24.7,18.5,1442.44,2.06,11.361,0.016,257.49,5021.69,14
Puppet,1,128.822,59.168,29.188,40.466,0.0,100.0,56.1,13.8,25.1,18.5,1460.44,2.17,11.337,0.017,273.5,4964.9,14
Puppet,2,125.373,55.329,29.417,40.627,0.5,100.0,56.0,13.8,24.2,18.5,1454.17,2.23,11.599,0.018,258.67,4996.5,14
Puppet,2,122.918,55.128,29.203,38.587,0.5,100.0,57.9,13.5,24.9,19.1,1445.96,2.04,11.764,0.017,226.84,4929.67,14
Puppet,2,130.907,60.275,29.367,41.265,0.5,100.0,58.0,13.2,25.0,18.7,1460.44,2.16,11.156,0.017,202.57,4934.49,14
Puppet,2,127.915,53.266,29.507,45.142,0.5,100.0,56.3,13.6,23.1,18.6,1404.03,2.24,10.976,0.018,287.19,4936.76,14
Puppet,1,128.269,56.53,29.229,42.51,0.0,100.0,56.3,13.9,25.4,19.0,1453.54,2.45,11.332,0.019,239.9,4886.96,14
Puppet,2,119.088,52.133,29.373,37.582,0.5,100.0,55.1,13.5,25.7,18.7,1415.22,2.12,11.884,0.018,221.68,4895.25,14
Puppet,2,128.729,58.118,29.157,41.454,0.0,100.0,58.0,13.5,24.9,18.8,1460.44,1.87,11.345,0.015,230.72,4943.72,14
Puppet,1,120.348,51.288,29.626,39.434,0.0,100.0,58.8,13.4,24.6,19.1,1460.44,1.91,12.135,0.016,289.48,4875.02,14
Puppet,2,127.047,57.365,29.274,40.408,0.5,100.0,58.4,13.1,24.3,18.6,1443.44,2.03,11.361,0.016,247.19,4954.76,14
Puppet,2,123.19,54.112,29.049,40.029,0.0,100.0,58.0,13.9,23.1,18.7,1428.88,2.14,11.599,0.017,196.02,4951.33,14
